,screen_name,text,date,retweets,favorites,polarizing,chamber,party
47,Douglas_Collins,Please vote for Doug on this online survey - 1 day to go! Thank you for all of your support! http://t.co/SuCAuYQN,2012-11-05 15:08:00,1,0,0,,
11,JeffMerkley,".@SherrodBrown is a powerful voice for working Americans in the Senate. He'd be a very important voice as a presidential candidate, but believe me, I get it! Sherrod, looking forward to keep fighting together! https://t.co/Z9ROtQYYod",2019-03-07 18:33:00,71,341,0,,
50,chelliepingree,Hoping to get some answers on my trip to Texas this weekend: https://t.co/F5B0f3uVNA #mepolitics,2018-06-22 15:53:00,3,12,0,House,D
4,Ilhan,RT @HispanicCaucus: .@HUDgov @SecretaryCarson is planning on evicting thousands of mixed-status immigrant families &amp; displacing 55K kids fr…,2019-06-18 21:04:00,112,0,0,,
31,RepFrankLucas,"Today, I discussed the farm bill with @okfarmbureau. It was great visiting with them. http://t.co/4WKXYbB5tc",2013-04-17 15:21:00,1,0,0,House,R
116,RepDianeBlack,Did you know #TN06 is home to a new #GRAMMY winner? Congrats to Wilson County's Joe Thompson on your #gospel win! https://t.co/LMzN4xEy60,2016-02-18 15:29:00,0,2,0,House,R
84,KeithRothfus,RT @TPCarney: Steny Hoyer was one of two Dems to make the Pontius Pilate/impeachers comparison in 1998.,2019-12-19 00:34:00,94,0,1,House,R
84,senrobportman,I enjoyed learning how to make pretzels today during my tour of @Bloom_Bakery. They are doing incredible work by providing culinary arts training &amp; employment for ex-offenders who are reentering the workforce! https://t.co/qWZzK348At,2019-05-06 18:11:00,3,14,0,Senate,R
11,DavidJollyFL,Joining @DeadlineWH shortly. Consider tuning in.,2019-07-01 19:38:00,20,331,0,,
72,SenPatRoberts,RT @SenateAgGOP: Chairman @SenPatRoberts has gaveled in today's hearing on USDA nominees Gregory Ibach of Nebraska and William Northey of I…,2017-10-05 13:35:00,11,0,0,Senate,R
52,DesJarlaisTN04,I stand with my colleagues at @GOPoversight &amp; call on Obama to remove IRS Commissioner Koskinen from his position. https://t.co/wAbVPuKr8i,2015-07-28 16:52:00,3,1,1,House,R
139,senrobportman,"This month is National Alcohol and Drug Addiction Month. If you or a loved one is struggling with addiction, there’s always help. In #Ohio call the hotline 1-877-275-6364. You don’t have to do this alone.",2018-09-08 22:41:00,19,31,0,Senate,R
101,senorrinhatch,@slashdot @JGreenDC You know better than this. Disappointing.,2018-04-11 01:08:00,0,0,1,Senate,R
2,FilemonVela,RT @NALEO: Congressman-elect @filemonvela of Texas: Growth of hispanic caucus has been tremendous and inspiring. #newlyelected,2012-12-07 22:22:00,2,0,0,,
4,ToddRokita,Rains have helped fill #LakeFreeman but more work needs to be done. Hoosiers should be happy -- but careful in the rain.,2014-08-22 21:01:00,2,1,0,House,R
24,RepCummings,RT @OversightDems: #Mylan CEO to Defend #EpiPen Pricing in Congressional Testimony  - ABC News - https://t.co/JFBAotMBE0 via @ABC,2016-09-21 20:25:00,2,0,0,House,D
42,ChrisVanHollen,"#Wealthcare:

24 million will lose insurance ✅
Slashes Medicaid ✅
Leaves older Americans with high costs ✅
Gives tax breaks to the rich ✅ https://t.co/mn20jrz4eT",2017-03-24 15:17:00,74,69,1,Senate,D
76,ToddRokita,Looking forward to discussing #ESSA implementation. https://t.co/s4nBEg8xzk,2017-02-07 15:00:00,1,40,0,House,R
14,CarolMillerWV,My fan club came to see me at the @wvlegislature on the last day of session! Love them to pieces!! https://t.co/5dZPVhBSiB,2016-03-13 02:07:00,0,3,0,,
73,tedlieu,Yes. And then the White House released evidence that He did it. https://t.co/VRl6k2fGs6,2019-10-03 00:49:00,2063,12049,1,House,D
30,mike_pence,"Last year we saw global businesses like GM, Subaru, Rolls Royce and Raytheon invested billions of dollars in our economy.",2016-01-13 00:04:00,2,2,0,House,R
137,RepCohen,RT @HouseAdm_Dems: How many times does the ENTIRE intelligence community have to say the 2020 elections are under attack before @SenateMajL…,2019-11-07 15:42:00,632,0,1,House,D
43,RepAnthonyBrown,"I introduced multiple provisions in #FY20NDAA that would increase funding for a number of scholarships and research opportunities for HBCU students, reinforce the importance of underrepresented groups to defense research, and ensure our Office Corps is more diverse.",2019-08-29 19:52:00,3,6,0,,
9,RepKihuen,"#ABetterDeal means raising wages &amp; creating millions of good jobs for Nevadans. #NV04

https://t.co/MVN7Nega4y",2017-07-24 18:57:00,20,35,0,House,D
126,RepAnnWagner,"Since 2013, premiums for Missouri families have skyrocketed by 145% under #Obamacare. Now, 25 counties will have no health insurance option. https://t.co/Rh4q19wRQY",2017-05-24 20:29:00,2,0,0,House,R
79,StockmanSenate,IRS scrutiny of conservative news site *just happened* to coincide with White House scrutiny http://t.co/DikVSI2Ze3 …,2013-05-16 02:40:00,5,1,0,,
48,RepTedYoho,I was honored to meet members of the 4-H panel in  the House Ag Cmte.The future of http://t.co/zaShMlr34C is bright. http://t.co/UNQQVzwWhW,2015-04-14 19:15:00,6,2,0,House,R
72,RepKClark,@Cambridge_Mayor @CambMA @CambridgePolice @MarcGov @CambridgeDHSP @SumbulSidd @cambridgechron @BHCCBoston @UMassBoston Congrats #FirstGenStudents!,2019-06-26 14:40:00,2,3,0,House,D
35,RepAndyHarrisMD,"Troubling - ""We remain disturbed at how vague &amp; fuzzy estimates keep getting turned into hard facts by the admin."" http://t.co/5EoT1h5r6s",2013-03-08 13:09:00,5,0,1,House,R
42,TomRooney,"RT @HouseAppropsGOP: Members of the Military Construction, VA Subcommittee mark up their FY19 bill, which provides $96.9B for @DeptofDefens…",2018-04-26 13:18:00,7,0,0,House,R
89,SenThadCochran,"As @sesamestreet celebrates its 45th (http://t.co/5MLZZe1PFQ), we recall Mississippi's own Jim Henson. @VisitTheDelta http://t.co/QbRxmKnx1t",2014-11-10 17:12:00,7,2,0,Senate,R
30,alanlowenthal,"We can't let the Trump Administration take American women back to the era of clandestine back-alley abortions. Jane disbanded after Roe v. Wade was passed, but if this Administration has its way, it'll be back before we know it. #SaveRoe
https://t.co/SNfjuehVjo",2018-10-18 01:50:00,0,1,1,House,D
115,McCaskillOffice,There ~are~ so many people looking up to you Alice. We’re incredibly proud of you &amp; of every Missourian at this year’s @ScrippsBee! 🐝 https://t.co/MdIKb3r5J4,2017-06-02 17:58:00,0,9,0,,
166,justinamash,👊🏻 https://t.co/urIbmpVLFG,2016-09-25 01:50:00,25,109,0,House,R
52,RandyNeugebauer,RT @RepublicanStudy: CBO says 2011 deficit will be $1.5T. Time to #cutspending. Here is a good first step: http://bit.ly/dGKdCL,2011-01-27 15:37:00,0,0,0,House,R
0,SenSherrodBrown,"Thank you to all who attended this important meeting. Let’s keep the conversation going, and work together to reduce gun violence. https://t.co/slJggxxF8Q",2019-04-10 23:44:00,19,129,0,Senate,D
42,MicheleBachmann,"RT @RepKevinBrady: Thanks to adoption, my wife and I have the privilege of being called Mom &amp; Dad by our two sons http://t.co/SMGCsCya5y",2013-11-26 21:07:00,8,8,0,House,R
6,MimiWaltersCA,"RT @ab_lauer: @MimiWaltersCA ""it's critically important the tech industry is at the table during the digital privacy debate"" #TechNetDay",2016-04-27 22:15:00,2,0,0,,
11,Ellmers_Renee,RT @thehill: Clinton cancels fireworks show scheduled for election night: https://t.co/Q2KbjXLN4d https://t.co/fnkrS3L0JH,2016-11-07 17:57:00,46,0,0,,
63,RepBillJohnson,".@SecretaryJewell will you join me in #OH + tell #coal miners the new OSM stream rule only has ""minor impact."" ?? http://t.co/sZrJn73IM6",2015-07-20 19:56:00,0,1,0,House,R
3,collinpeterson,"@USDA Sec. Vilsack and I announced $50m for water retention last week, a huge win for #MN07 flood mitigation projects.",2014-07-07 16:18:00,1,0,0,House,D
144,DaveBratVA7th,"RT @JimDeMint: Planning to watch Benjamin Netanyahu’s address to Congress? @DailySignal
is broadcasting live here: http://t.co/s46m5uBNVV",2015-03-03 15:25:00,18,0,0,,
9,RepHorsford,"Another #IRS hearing. More unfounded accusations, more demagoguery, still no evidence.",2014-06-24 01:30:00,5,6,1,House,D
58,SenCapito,Touring @BlfdStateColl’s new Center for Excellence in Manufacturing Engineering &amp; learning about their new program targeted at individuals displaced by the mining industry. This unique program plays an instrumental role in getting men and women back to work with well-paying jobs! https://t.co/vj2TnPXD04,2018-11-01 19:19:00,2,2,0,Senate,R
66,SenatorShaheen,Hearing about addiction recovery efforts at Headrest in Lebanon &amp; discussing ways to combat the heroin/opioid crisis https://t.co/HHwRghIxK8,2016-02-17 20:26:00,1,1,0,Senate,D
5,SteveDaines,RT @POLITICOPress: Thx @SteveDaines @SenatorLankford and @SenatorRounds for stopping by the Playbook food truck #playbookeats https://t.co/…,2016-09-22 12:35:00,10,0,0,Senate,R
75,MarkKirk,I've secured $18m in fed funds to help cities like Chicago fight gangs of natl significance.,2017-01-03 00:47:00,7,27,0,,
36,SenatorBarb,Way to go O's!! I believe in @Orioles magic! #WeWontStop,2014-10-03 19:53:00,6,19,0,Senate,D
83,RepLoudermilk,Checking out the awesome @StevePenleyArt at @CocaCola HQ in Atlanta. https://t.co/mE3JKgNrTT,2017-08-16 19:02:00,1,9,0,House,R
92,SenJohnMcCain,Assad has dropped more bombs on our #Syrian partners in 36 hours than US dropped on #ISIS in a month http://t.co/LQWRgh2YjO via @jamiewrit,2014-10-30 22:00:00,254,81,0,Senate,R
98,SenJohnThune,@TheFix Especially when you wait to buy after it snows.,2016-01-25 20:07:00,0,2,0,Senate,R
3,SenatorShaheen,RT @politico: Moderates move to break shutdown logjam https://t.co/9tqqBef0Ka https://t.co/rj88H20vgx,2018-01-21 23:42:00,53,0,1,Senate,D
3,JohnCornyn,I can think of a number of more urgent matters presenting enormous dangers to America https://t.co/IFXvVeEAyQ,2018-12-31 23:34:00,101,411,0,Senate,R
50,RepDougCollins,RT @FoxNewsInsider: .@RepDougCollins: Chaplains 'Under Attack' From U.S. Military @ffweekend @annakooiman http://t.co/EkGxyytZb2 http://t.c…,2015-04-27 13:31:00,14,0,1,House,R
27,repdavidscott,@RetVet2wars @FWD_us I am a cosponsor of H.R. 15.,2013-10-21 12:59:00,0,0,0,House,D
148,davidcicilline,"11 years ago today, the world lost the great Tim Russert. No one could hold the powerful accountable the way he did. He is deeply missed.",2019-06-13 18:18:00,17,148,0,House,D
54,JimDeMint,"Obama policies made things worse: Unemployment rate in Jan 2009, 7.8%. Today, 9.1%. http://t.co/3AGYGqxf",2011-10-06 15:48:00,54,2,1,Senate,R
16,virginiafoxx,My statement on the Supreme Court decision redefining marriage http://t.co/shzfcSmVlu,2015-06-26 19:22:00,1,1,0,House,R
63,SenBobCasey,"Despite the Trump Administration’s shortsighted attempts to limit the U.S.’s role in addressing the climate crisis, we as a Nation have an obligation to advance policies to reduce emissions, promote innovation and support our workforce.",2019-07-17 17:05:00,9,61,1,Senate,D
161,RepValDemings,"Joining @chrislhayes @allinwithchris @msnbc in just a few minutes to discuss these new revelations and @HouseJudiciary’s vote today to authorize a subpoena to get the #MuellerReport. 

Congress and the American people MUST get the full story. #ReleaseTheReport https://t.co/QlbQNYeALi",2019-04-03 23:57:00,12,27,0,House,D
3,JoyceBeatty,"""We’re in the middle of the longest streak of private-sector job creation in history.  More than 14 million new jobs"" - @POTUS",2016-01-13 02:22:00,0,0,0,,
8,RepJimMcDermott,If you don’t have time to read the full @ezraklein piece. Here’s the story in one simple graph: http://twitpic.com/51jce2,2011-05-23 15:12:00,9,1,0,House,D
58,RepLindaSanchez,RT @HispanicCaucus: CHC Statement of Opposition to @realDonaldTrump hosting @nbcsnl: https://t.co/Z4RjaUuY3U,2015-11-02 18:35:00,62,0,0,House,D
56,SenTomCotton,"From the whole Cotton family to yours, #HappyThanksgiving! https://t.co/jdrBXneOXM https://t.co/dwbkZNfwRq",2016-11-24 15:17:00,19,109,0,Senate,R
153,RepCuellar,"Yesterday I sat down with @JoaquinCastrotx, San Antonio Mayor, @Ron_Nirenberg, SAWS CEO Robert Puente, Deputy Assistant Secretary Mark Correll and @district10perry to help facilitate a solution to the wastewater replacement project on Lackland Airforce Base. https://t.co/zOOWO8DUnu",2018-04-18 13:07:00,10,20,0,House,D
45,SenThadCochran,RT @TomCoburn: Senate sunsets HC law provision that unfairly benefited Mass hospitals w/ 68-31 vote on my budget amendment #409. http:// ...,2013-03-22 23:58:00,19,0,1,Senate,R
213,RosLehtinen,"In 2 days, on Weds, 5/28/14, my legislation to sanction Maduro's regime in #Venezuela will be voted on. #SOSVzla http://t.co/wvAfiH0ilm",2014-05-26 13:13:00,554,116,0,House,R
110,SenatorKirk,RT @RepDold: House passed #GreatLakes Restoration Initiative. Senate must now do same. Thx @senatorkirk for leading effort: https://t.co/sA…,2016-04-28 14:19:00,2,0,0,Senate,R
77,DianeBlackTN,RT @anonguy2k13: https://t.co/C3X4boM2zF FANTASTIC !!! Thank you Rep. Diane Black ! https://t.co/apunbzEMDo,2018-07-10 20:42:00,34,0,0,,
118,SenatorBarb,Lessons I learned from serving on City Council have guided me in representing Baltimore &amp; all of MD in US Senate and House.,2013-03-11 17:44:00,4,2,0,Senate,D
108,farenthold,I'm in the box with Lago on @1360KKTX. 🎙,2017-07-10 12:53:00,0,3,0,House,R
18,JohnDingell,Our brave leader. https://t.co/EMjlC8fAl4,2018-05-14 18:49:00,30,251,0,House,D
48,DainesforMT,"Watch my latest ad, “Overreach” and #SignThePetition to STOP government overreach http://t.co/KclKFnyOs5 #NSA #USAFREEDOMAct #mtsen #mtpol",2014-04-29 21:04:00,10,7,0,,
13,RepSchrader,My DC staff got a special treat today-- a flyover of vintage WWII planes in honor of the 70th anniversary of #VEDay. http://t.co/fH96195dut,2015-05-08 20:02:00,1,1,0,House,D
68,HarleyRouda,@KeepLiving_ Thank you JoAnn for being part of the journey.,2018-07-25 05:05:00,0,2,0,,
11,PeterWelch,"RT @40thArmyBand: @40thArmyBand in Brandon, VT with former Governors @madeleine_kunin and James Douglas and Congressman @PeterWelch http://…",2013-07-09 17:02:00,1,0,0,House,D
41,Robert_Aderholt,House Democrats are considering not passing a budget this yr. This is another example of how fiscally irresponsible the Dems are in Congress,2010-04-22 18:14:00,0,0,1,House,R
148,RepKarenBass,RT @NFYInstitute: Thank you @RepKarenBass for attending tonight's Open House. You're a champion for foster youth &amp; families! #NFYI https://…,2016-01-15 14:12:00,2,0,0,House,D
13,RepDrewFerguson,"RT @HouseGOP: .@CathyMcMorris: The final version of the #budget launches us into what we’ve all been waiting for, #taxreform. https://t.co/…",2017-10-25 19:15:00,32,0,0,House,R
44,RepDavidKustoff,Had a great meeting with local legend and fisherman @Bill_Dance1 this morning. We discussed the serious impact of the invasive Asian Carp species on our waterways and the ways we can work together to protect our diverse ecosystems. https://t.co/2VCHCHuBy5,2018-07-23 18:13:00,4,50,0,House,R
8,ElissaSlotkin,"For some time, I've been trying to figure out what I can do now, even before November, about the miserable state of our roads. If @RepMikeBishop won’t lead on a safety &amp; economic issue facing every #MI08 resident, I will: https://t.co/viwrQv9glH",2018-04-24 14:40:00,19,58,1,,
54,RepRobinKelly,Proud to be working across the aisle to get things done and empower girls around the world. https://t.co/y6w9q6HssO,2017-07-12 18:15:00,4,21,0,House,D
